Area;Item;Year;Value
Turkmenistan;On-farm Electricity Use;2000;1627.0265
Turkmenistan;On-farm Electricity Use;2020;3535.0067
Turkmenistan;Food Processing;2000;5.9127
Turkmenistan;Food Packaging;2000;2.9952
Turkmenistan;Food Packaging;2020;6.5095
Turkmenistan;Food Retail;2000;1021.5046
Turkmenistan;Food Retail;2020;1946.4391
Turkmenistan;Food Household Consumption;2000;274.1838
Turkmenistan;Food Household Consumption;2020;611.6159
Turkmenistan;Food Transport;2000;428.9046
Turkmenistan;Food Transport;2020;905.2797
Turkmenistan;Energy;2000;61409
Turkmenistan;Energy;2020;120734.215
Turkmenistan;IPPU;2000;949.5023
Turkmenistan;IPPU;2020;3450.626
Turkmenistan;Waste;2000;1142.28
Turkmenistan;Waste;2020;1902.345
Turkmenistan;Other;2000;93.28
Turkmenistan;Other;2020;182.85
Turks and Caicos Islands;Drained organic soils;2000;0
Turks and Caicos Islands;Drained organic soils;2020;0
Turks and Caicos Islands;Drained organic soils (CO2);2000;0
Turks and Caicos Islands;Drained organic soils (CO2);2020;0
Turks and Caicos Islands;Drained organic soils (N2O);2000;0
Turks and Caicos Islands;Drained organic soils (N2O);2020;0
Turks and Caicos Islands;On-farm energy use;2000;2.7332
Turks and Caicos Islands;On-farm energy use;2020;11.9314
Turks and Caicos Islands;Forestland;2000;0
Turks and Caicos Islands;Forestland;2020;0
Turks and Caicos Islands;Net Forest conversion;2000;0
Turks and Caicos Islands;Net Forest conversion;2020;0
Turks and Caicos Islands;Savanna fires;2000;0
Turks and Caicos Islands;Savanna fires;2020;0
Turks and Caicos Islands;Fires in organic soils;2000;0
Turks and Caicos Islands;Fires in organic soils;2020;0
Turks and Caicos Islands;Forest fires;2000;0.1535
Turks and Caicos Islands;Forest fires;2020;0
Turks and Caicos Islands;Fires in humid tropical forests;2000;0.1535
Turks and Caicos Islands;Fires in humid tropical forests;2020;0
Turks and Caicos Islands;Agrifood Systems Waste Disposal;2000;0.7215
Turks and Caicos Islands;Agrifood Systems Waste Disposal;2020;1.3849
Turks and Caicos Islands;Food Retail;2000;1.724
Turks and Caicos Islands;Food Retail;2020;12.6757
Turks and Caicos Islands;Food Household Consumption;2000;2.191
Turks and Caicos Islands;Food Household Consumption;2020;7.5444
Turks and Caicos Islands;Food Transport;2000;5.6373
Turks and Caicos Islands;Food Transport;2020;16.054
Turks and Caicos Islands;Energy;2000;70.2837
Turks and Caicos Islands;Energy;2020;218.529
Turks and Caicos Islands;IPPU;2000;0.0601
Turks and Caicos Islands;IPPU;2020;0.3171
Turks and Caicos Islands;Waste;2000;9.548
Turks and Caicos Islands;Waste;2020;12.124
Turks and Caicos Islands;Other;2000;0.2499
Turks and Caicos Islands;Other;2020;1.0759
Tuvalu;Enteric Fermentation;2000;0.3696
Tuvalu;Enteric Fermentation;2020;0.4072
Tuvalu;Manure Management;2000;5.675
Tuvalu;Manure Management;2020;6.2681
Tuvalu;Manure left on Pasture;2000;0.0049
Tuvalu;Manure left on Pasture;2020;0.0067
Tuvalu;Manure applied to Soils;2000;0.5759
Tuvalu;Manure applied to Soils;2020;0.6593
Tuvalu;Drained organic soils;2000;0
Tuvalu;Drained organic soils;2020;0
Tuvalu;Drained organic soils (CO2);2000;0
Tuvalu;Drained organic soils (CO2);2020;0
Tuvalu;Drained organic soils (N2O);2000;0
Tuvalu;Drained organic soils (N2O);2020;0
Tuvalu;On-farm energy use;2000;0.254
Tuvalu;On-farm energy use;2020;0.4591
Tuvalu;Forestland;2000;-0.2348
Tuvalu;Forestland;2020;-0.1997
Tuvalu;Net Forest conversion;2000;0
Tuvalu;Net Forest conversion;2020;0
Tuvalu;Savanna fires;2000;0
Tuvalu;Savanna fires;2020;0
Tuvalu;Fires in organic soils;2000;0
Tuvalu;Fires in organic soils;2020;0
Tuvalu;Forest fires;2000;0
Tuvalu;Forest fires;2020;0
Tuvalu;Fires in humid tropical forests;2000;0
Tuvalu;Fires in humid tropical forests;2020;0
Tuvalu;Agrifood Systems Waste Disposal;2000;0.3515
Tuvalu;Agrifood Systems Waste Disposal;2020;10.0966
Tuvalu;Food Retail;2000;0.2346
Tuvalu;Food Retail;2020;0.3589
Tuvalu;Food Household Consumption;2000;0.1189
Tuvalu;Food Household Consumption;2020;0.3722
Tuvalu;Food Transport;2000;0.3199
Tuvalu;Food Transport;2020;0.3392
Tuvalu;Energy;2000;7.33
Tuvalu;Energy;2020;12.6
Tuvalu;IPPU;2000;0.0628
Tuvalu;IPPU;2020;0.0989
Tuvalu;Waste;2000;2.6124
Tuvalu;Waste;2020;3.808
Uganda;Crop Residues;2000;186.2968
Uganda;Crop Residues;2020;224.6217
Uganda;Rice Cultivation;2000;141.12
Uganda;Rice Cultivation;2020;134.1659
Uganda;Burning - Crop residues;2000;64.4363
Uganda;Burning - Crop residues;2020;102.4421
Uganda;Enteric Fermentation;2000;6887.09
Uganda;Enteric Fermentation;2020;17708.3753
Uganda;Manure Management;2000;480.2808
Uganda;Manure Management;2020;1006.5387
Uganda;Manure left on Pasture;2000;3238.141
Uganda;Manure left on Pasture;2020;8194.6518
Uganda;Manure applied to Soils;2000;218.9047
Uganda;Manure applied to Soils;2020;436.1015
Uganda;Synthetic Fertilizers;2000;18.716
Uganda;Synthetic Fertilizers;2020;42.623
Uganda;Drained organic soils;2000;6144.6943
Uganda;Drained organic soils;2020;6128.9313
Uganda;Drained organic soils (CO2);2000;5882.007
Uganda;Drained organic soils (CO2);2020;5867.0162
Uganda;Drained organic soils (N2O);2000;262.6874
Uganda;Drained organic soils (N2O);2020;261.9151
Uganda;On-farm energy use;2000;83.524
Uganda;On-farm energy use;2020;551.6619
Uganda;Forestland;2000;-2016.667
Uganda;Forestland;2020;-2016.872
Uganda;Net Forest conversion;2000;10471.952
Uganda;Net Forest conversion;2020;10472.1569
Uganda;Savanna fires;2000;1708.4344
Uganda;Savanna fires;2020;1252.2737
Uganda;Fires in organic soils;2000;0
Uganda;Fires in organic soils;2020;0
Uganda;Forest fires;2000;778.081
Uganda;Forest fires;2020;11.9043
Uganda;Fires in humid tropical forests;2000;651.7579
Uganda;Fires in humid tropical forests;2020;9.5769
Uganda;Agrifood Systems Waste Disposal;2000;4686.9518
Uganda;Agrifood Systems Waste Disposal;2020;5832.9068
Uganda;Pesticides Manufacturing;2020;1
Uganda;On-farm Electricity Use;2000;0.0017
Uganda;On-farm Electricity Use;2020;0.1292
Uganda;Food Processing;2020;242.4374
Uganda;Food Packaging;2000;0.0349
Uganda;Food Packaging;2020;36.4939
Uganda;Food Retail;2000;286.568
Uganda;Food Retail;2020;5711.7293
Uganda;Food Household Consumption;2000;1.1609
Uganda;Food Household Consumption;2020;8.5602
Uganda;Food Transport;2000;98.6725
Uganda;Food Transport;2020;388.5044
Uganda;Energy;2000;5972.4
Uganda;Energy;2020;12500.3
Uganda;IPPU;2000;191.07
Uganda;IPPU;2020;805.1346
Uganda;Waste;2000;3531.81
Uganda;Waste;2020;7016.1
Uganda;Other;2000;253.87
Uganda;Other;2020;431.95
Ukraine;Crop Residues;2000;1801.3469
Ukraine;Crop Residues;2020;3906.8596
Ukraine;Rice Cultivation;2000;197.568
Ukraine;Rice Cultivation;2020;87.808
Ukraine;Burning - Crop residues;2000;316.0898
Ukraine;Burning - Crop residues;2020;755.4652
Ukraine;Enteric Fermentation;2000;24440.6722
Ukraine;Enteric Fermentation;2020;7630.3317
Ukraine;Manure Management;2000;6027.9521
Ukraine;Manure Management;2020;3237.3095
Ukraine;Manure left on Pasture;2000;1531.5763
Ukraine;Manure left on Pasture;2020;520.4327
Ukraine;Manure applied to Soils;2000;3091.2133
Ukraine;Manure applied to Soils;2020;1572.1936
Ukraine;Synthetic Fertilizers;2000;1931.1875
Ukraine;Synthetic Fertilizers;2020;9468.7889
Ukraine;Drained organic soils;2000;24185.8219
Ukraine;Drained organic soils;2020;23174.6716
Ukraine;Drained organic soils (CO2);2000;20376.1459
Ukraine;Drained organic soils (CO2);2020;19524.3013
Ukraine;Drained organic soils (N2O);2000;3809.676
Ukraine;Drained organic soils (N2O);2020;3650.3703
Ukraine;On-farm energy use;2000;7456.3694
Ukraine;On-farm energy use;2020;3854.6922
Ukraine;Forestland;2000;-59750.9587
Ukraine;Forestland;2020;-24177.538
Ukraine;Net Forest conversion;2000;0
Ukraine;Net Forest conversion;2020;1443.376
Ukraine;Savanna fires;2000;2.0828
Ukraine;Savanna fires;2020;135.7075
Ukraine;Fires in organic soils;2000;0
Ukraine;Fires in organic soils;2020;0
Ukraine;Forest fires;2000;19.3342
Ukraine;Forest fires;2020;309.2985
Ukraine;Fires in humid tropical forests;2000;0
Ukraine;Fires in humid tropical forests;2020;0
Ukraine;Agrifood Systems Waste Disposal;2000;9162.1801
Ukraine;Agrifood Systems Waste Disposal;2020;10366.0816
Ukraine;Fertilizers Manufacturing;2000;4392.3217
Ukraine;Fertilizers Manufacturing;2020;12269.6966
Ukraine;Pesticides Manufacturing;2000;733
Ukraine;Pesticides Manufacturing;2020;723
Ukraine;On-farm Heat Use;2000;629
Ukraine;On-farm Heat Use;2020;3341
Ukraine;On-farm Electricity Use;2000;2050.5841
Ukraine;On-farm Electricity Use;2020;1351.4407
Ukraine;Food Processing;2000;3206.2618
Ukraine;Food Processing;2020;4266.7216
Ukraine;Food Packaging;2000;1791.5739
Ukraine;Food Packaging;2020;1168.3101
Ukraine;Food Retail;2000;480.737
Ukraine;Food Retail;2020;2309.8344
Ukraine;Food Household Consumption;2000;11596.9689
Ukraine;Food Household Consumption;2020;6708.5283
Ukraine;Food Transport;2000;2871.3434
Ukraine;Food Transport;2020;2340.5857
Ukraine;Energy;2000;390028.7
Ukraine;Energy;2020;202943.9
Ukraine;IPPU;2000;25468.3347
Ukraine;IPPU;2020;30046.8349
Ukraine;Waste;2000;11228.55
Ukraine;Waste;2020;9368.05
Ukraine;Other;2000;1028.2
Ukraine;Other;2020;805.6
United Arab Emirates;Crop Residues;2000;0.3395
United Arab Emirates;Crop Residues;2020;0.6614
United Arab Emirates;Burning - Crop residues;2000;0.0186
United Arab Emirates;Burning - Crop residues;2020;0.0578
United Arab Emirates;Enteric Fermentation;2000;634.3649
United Arab Emirates;Enteric Fermentation;2020;1377.8561
United Arab Emirates;Manure Management;2000;42.0235
United Arab Emirates;Manure Management;2020;88.1327
United Arab Emirates;Manure left on Pasture;2000;280.5731
United Arab Emirates;Manure left on Pasture;2020;586.1483
United Arab Emirates;Manure applied to Soils;2000;9.2871
United Arab Emirates;Manure applied to Soils;2020;18.1578
United Arab Emirates;Synthetic Fertilizers;2000;131.3208
United Arab Emirates;Synthetic Fertilizers;2020;83.5728
United Arab Emirates;Drained organic soils;2000;0
United Arab Emirates;Drained organic soils;2020;0
United Arab Emirates;Drained organic soils (CO2);2000;0
United Arab Emirates;Drained organic soils (CO2);2020;0
United Arab Emirates;Drained organic soils (N2O);2000;0
United Arab Emirates;Drained organic soils (N2O);2020;0
United Arab Emirates;Savanna fires;2000;0
United Arab Emirates;Savanna fires;2020;0
United Arab Emirates;Fires in organic soils;2000;0
United Arab Emirates;Fires in organic soils;2020;0
United Arab Emirates;Forest fires;2000;0
United Arab Emirates;Forest fires;2020;0
United Arab Emirates;Fires in humid tropical forests;2000;0
United Arab Emirates;Fires in humid tropical forests;2020;0
United Arab Emirates;Agrifood Systems Waste Disposal;2000;1657.7561
United Arab Emirates;Agrifood Systems Waste Disposal;2020;2299.3047
United Arab Emirates;Fertilizers Manufacturing;2000;962.2709
United Arab Emirates;Fertilizers Manufacturing;2020;3213.8385
United Arab Emirates;On-farm Electricity Use;2000;736.8687
United Arab Emirates;On-farm Electricity Use;2020;1746.3398
United Arab Emirates;Food Processing;2000;1.6401
United Arab Emirates;Food Processing;2020;6.2284
United Arab Emirates;Food Packaging;2000;179.5446
United Arab Emirates;Food Packaging;2020;4.7427
United Arab Emirates;Food Retail;2000;1681.6972
United Arab Emirates;Food Retail;2020;3121.5228
United Arab Emirates;Food Household Consumption;2000;1828.5158
United Arab Emirates;Food Household Consumption;2020;2617.353
United Arab Emirates;Food Transport;2000;1407.6565
United Arab Emirates;Food Transport;2020;3352.2069
United Arab Emirates;Energy;2000;140104.69
United Arab Emirates;Energy;2020;203928.35
United Arab Emirates;IPPU;2000;5879.3434
United Arab Emirates;IPPU;2020;19844.389
United Arab Emirates;Waste;2000;2459.905
United Arab Emirates;Waste;2020;8992.075
United Arab Emirates;Other;2000;405.45
United Arab Emirates;Other;2020;787.05
United Kingdom of Great Britain and Northern Ireland;Crop Residues;2000;1509.0171
United Kingdom of Great Britain and Northern Ireland;Crop Residues;2020;1183.0385
United Kingdom of Great Britain and Northern Ireland;Burning - Crop residues;2000;78.5584
United Kingdom of Great Britain and Northern Ireland;Burning - Crop residues;2020;52.2344
United Kingdom of Great Britain and Northern Ireland;Enteric Fermentation;2000;31624.371
United Kingdom of Great Britain and Northern Ireland;Enteric Fermentation;2020;26234.546
United Kingdom of Great Britain and Northern Ireland;Manure Management;2000;6727.1987
United Kingdom of Great Britain and Northern Ireland;Manure Management;2020;5663.9304
United Kingdom of Great Britain and Northern Ireland;Manure left on Pasture;2000;5306.1485
United Kingdom of Great Britain and Northern Ireland;Manure left on Pasture;2020;4315.9275
United Kingdom of Great Britain and Northern Ireland;Manure applied to Soils;2000;3459.6872
United Kingdom of Great Britain and Northern Ireland;Manure applied to Soils;2020;2922.8374
United Kingdom of Great Britain and Northern Ireland;Synthetic Fertilizers;2000;6152.2116
United Kingdom of Great Britain and Northern Ireland;Synthetic Fertilizers;2020;5335.5952
United Kingdom of Great Britain and Northern Ireland;Drained organic soils;2000;31589.6875
United Kingdom of Great Britain and Northern Ireland;Drained organic soils;2020;31381.1064
United Kingdom of Great Britain and Northern Ireland;Drained organic soils (CO2);2000;26569.6365
United Kingdom of Great Britain and Northern Ireland;Drained organic soils (CO2);2020;26394.6895
United Kingdom of Great Britain and Northern Ireland;Drained organic soils (N2O);2000;5020.051
United Kingdom of Great Britain and Northern Ireland;Drained organic soils (N2O);2020;4986.4169
United Kingdom of Great Britain and Northern Ireland;On-farm energy use;2000;2666.4927
United Kingdom of Great Britain and Northern Ireland;On-farm energy use;2020;454.2461
United Kingdom of Great Britain and Northern Ireland;Forestland;2000;-15141.1333
United Kingdom of Great Britain and Northern Ireland;Forestland;2020;-13596
United Kingdom of Great Britain and Northern Ireland;Net Forest conversion;2000;0
United Kingdom of Great Britain and Northern Ireland;Net Forest conversion;2020;0
United Kingdom of Great Britain and Northern Ireland;Savanna fires;2000;2.7902
United Kingdom of Great Britain and Northern Ireland;Savanna fires;2020;1.6838
United Kingdom of Great Britain and Northern Ireland;Fires in organic soils;2000;0
United Kingdom of Great Britain and Northern Ireland;Fires in organic soils;2020;0
United Kingdom of Great Britain and Northern Ireland;Forest fires;2000;1.938
United Kingdom of Great Britain and Northern Ireland;Forest fires;2020;0.5218
United Kingdom of Great Britain and Northern Ireland;Fires in humid tropical forests;2000;0
United Kingdom of Great Britain and Northern Ireland;Fires in humid tropical forests;2020;0
United Kingdom of Great Britain and Northern Ireland;Agrifood Systems Waste Disposal;2000;8116.8347
United Kingdom of Great Britain and Northern Ireland;Agrifood Systems Waste Disposal;2020;9027.9147
United Kingdom of Great Britain and Northern Ireland;Fertilizers Manufacturing;2000;688.6445
United Kingdom of Great Britain and Northern Ireland;Fertilizers Manufacturing;2020;1662.7597
United Kingdom of Great Britain and Northern Ireland;Pesticides Manufacturing;2000;1391
United Kingdom of Great Britain and Northern Ireland;Pesticides Manufacturing;2020;281
United Kingdom of Great Britain and Northern Ireland;On-farm Heat Use;2000;23
United Kingdom of Great Britain and Northern Ireland;On-farm Heat Use;2020;2
United Kingdom of Great Britain and Northern Ireland;On-farm Electricity Use;2000;2098.3847
United Kingdom of Great Britain and Northern Ireland;On-farm Electricity Use;2020;576.9391
United Kingdom of Great Britain and Northern Ireland;Food Processing;2000;12306.3562
United Kingdom of Great Britain and Northern Ireland;Food Processing;2020;7852.3362
United Kingdom of Great Britain and Northern Ireland;Food Packaging;2000;3234.1228
United Kingdom of Great Britain and Northern Ireland;Food Packaging;2020;1718.3111
United Kingdom of Great Britain and Northern Ireland;Food Retail;2000;8720.536
United Kingdom of Great Britain and Northern Ireland;Food Retail;2020;7075.8256
United Kingdom of Great Britain and Northern Ireland;Food Household Consumption;2000;23127.296
United Kingdom of Great Britain and Northern Ireland;Food Household Consumption;2020;10572.8533
United Kingdom of Great Britain and Northern Ireland;Food Transport;2000;9484.7594
United Kingdom of Great Britain and Northern Ireland;Food Transport;2020;8251.6247
United Kingdom of Great Britain and Northern Ireland;Energy;2000;564547.65
United Kingdom of Great Britain and Northern Ireland;Energy;2020;298558.85
United Kingdom of Great Britain and Northern Ireland;IPPU;2000;35648.5777
United Kingdom of Great Britain and Northern Ireland;IPPU;2020;36955.4516
United Kingdom of Great Britain and Northern Ireland;Waste;2000;49688.25
United Kingdom of Great Britain and Northern Ireland;Waste;2020;11744.75
United Kingdom of Great Britain and Northern Ireland;Other;2000;2244.55
United Kingdom of Great Britain and Northern Ireland;Other;2020;871.85
United Republic of Tanzania;Crop Residues;2000;296.5845
United Republic of Tanzania;Crop Residues;2020;859.0343
United Republic of Tanzania;Rice Cultivation;2000;1808.3587
United Republic of Tanzania;Rice Cultivation;2020;6905.1455
United Republic of Tanzania;Burning - Crop residues;2000;120.946
United Republic of Tanzania;Burning - Crop residues;2020;483.0427
United Republic of Tanzania;Enteric Fermentation;2000;18152.5103
United Republic of Tanzania;Enteric Fermentation;2020;31357.668
United Republic of Tanzania;Manure Management;2000;714.7916
United Republic of Tanzania;Manure Management;2020;1173.9801
United Republic of Tanzania;Manure left on Pasture;2000;8365.5187
United Republic of Tanzania;Manure left on Pasture;2020;14309.6618
United Republic of Tanzania;Manure applied to Soils;2000;234.2845
United Republic of Tanzania;Manure applied to Soils;2020;407.3889
United Republic of Tanzania;Synthetic Fertilizers;2000;77.9924
United Republic of Tanzania;Synthetic Fertilizers;2020;945.4806
United Republic of Tanzania;Drained organic soils;2000;4964.6549
United Republic of Tanzania;Drained organic soils;2020;4748.4023
United Republic of Tanzania;Drained organic soils (CO2);2000;4724.4399
United Republic of Tanzania;Drained organic soils (CO2);2020;4525.5044
United Republic of Tanzania;Drained organic soils (N2O);2000;240.215
United Republic of Tanzania;Drained organic soils (N2O);2020;222.8978
United Republic of Tanzania;On-farm energy use;2000;18.6641
United Republic of Tanzania;On-farm energy use;2020;84.6108
United Republic of Tanzania;Forestland;2000;0
United Republic of Tanzania;Forestland;2020;0
United Republic of Tanzania;Net Forest conversion;2000;46921.6
United Republic of Tanzania;Net Forest conversion;2020;59156.5333
United Republic of Tanzania;Savanna fires;2000;6118.6452
United Republic of Tanzania;Savanna fires;2020;6818.0889
United Republic of Tanzania;Fires in organic soils;2000;0
United Republic of Tanzania;Fires in organic soils;2020;0
United Republic of Tanzania;Forest fires;2000;658.0443
United Republic of Tanzania;Forest fires;2020;5876.0538
United Republic of Tanzania;Fires in humid tropical forests;2000;406.7422
United Republic of Tanzania;Fires in humid tropical forests;2020;3913.8565
United Republic of Tanzania;Agrifood Systems Waste Disposal;2000;7890.0242
United Republic of Tanzania;Agrifood Systems Waste Disposal;2020;9659.0689
United Republic of Tanzania;Pesticides Manufacturing;2020;0
United Republic of Tanzania;On-farm Electricity Use;2000;9.4829
United Republic of Tanzania;On-farm Electricity Use;2020;56.5109
United Republic of Tanzania;Food Packaging;2000;6.2893
United Republic of Tanzania;Food Packaging;2020;12.4396
United Republic of Tanzania;Food Retail;2000;405.9421
United Republic of Tanzania;Food Retail;2020;7338.3075
United Republic of Tanzania;Food Household Consumption;2000;17.4507
United Republic of Tanzania;Food Household Consumption;2020;187.3797
United Republic of Tanzania;Food Transport;2000;139.3813
United Republic of Tanzania;Food Transport;2020;732.969
United Republic of Tanzania;Energy;2000;8662.1
United Republic of Tanzania;Energy;2020;21800.75
United Republic of Tanzania;IPPU;2000;632.585
United Republic of Tanzania;IPPU;2020;2978.6
United Republic of Tanzania;Waste;2000;5232.75
United Republic of Tanzania;Waste;2020;9770.8
United Republic of Tanzania;Other;2000;320.65
United Republic of Tanzania;Other;2020;540.6
United States of America;Crop Residues;2000;21221.4989
United States of America;Crop Residues;2020;26151.6287
United States of America;Rice Cultivation;2000;12052.53
United States of America;Rice Cultivation;2020;11846.338
United States of America;Burning - Crop residues;2000;3658.0407
United States of America;Burning - Crop residues;2020;3788.2169
United States of America;Enteric Fermentation;2000;172088.3766
United States of America;Enteric Fermentation;2020;168912.8108
United States of America;Manure Management;2000;48654.7205
United States of America;Manure Management;2020;54764.8665
United States of America;Manure left on Pasture;2000;34878.1471
United States of America;Manure left on Pasture;2020;34375.597
United States of America;Manure applied to Soils;2000;14136.4909
United States of America;Manure applied to Soils;2020;14593.2688
United States of America;Synthetic Fertilizers;2000;59058.147
United States of America;Synthetic Fertilizers;2020;64122.5534
United States of America;Drained organic soils;2000;56669.6526
United States of America;Drained organic soils;2020;56085.0848
United States of America;Drained organic soils (CO2);2000;50822.9982
United States of America;Drained organic soils (CO2);2020;50220.7454
United States of America;Drained organic soils (N2O);2000;5846.6544
United States of America;Drained organic soils (N2O);2020;5864.3394
United States of America;On-farm energy use;2000;53054.1566
United States of America;On-farm energy use;2020;40802.7314
United States of America;Forestland;2000;-520573.1593
United States of America;Forestland;2020;-331408.0367
United States of America;Net Forest conversion;2000;61079.6853
United States of America;Net Forest conversion;2020;59727.2867
United States of America;Savanna fires;2000;1385.9744
United States of America;Savanna fires;2020;2031.3179
United States of America;Fires in organic soils;2000;0
United States of America;Fires in organic soils;2020;0
United States of America;Forest fires;2000;3687.677
United States of America;Forest fires;2020;5405.3003
United States of America;Fires in humid tropical forests;2000;38.6139
United States of America;Fires in humid tropical forests;2020;0.2783
United States of America;Agrifood Systems Waste Disposal;2000;49632.5016
United States of America;Agrifood Systems Waste Disposal;2020;50130.0109
United States of America;Fertilizers Manufacturing;2000;23181.9547
United States of America;Fertilizers Manufacturing;2020;35822.4009
United States of America;Pesticides Manufacturing;2000;14009
United States of America;Pesticides Manufacturing;2020;10884
United States of America;On-farm Electricity Use;2000;24527.801
United States of America;On-farm Electricity Use;2020;28211.6338
United States of America;Food Processing;2000;103509.458
United States of America;Food Processing;2020;97522.757
United States of America;Food Packaging;2000;41041.2112
United States of America;Food Packaging;2020;18924.9541
United States of America;Food Retail;2000;64978.8731
United States of America;Food Retail;2020;82012.6489
United States of America;Food Household Consumption;2000;132175.0807
United States of America;Food Household Consumption;2020;88647.5223
United States of America;Food Transport;2000;53934.1864
United States of America;Food Transport;2020;60066.4841
United States of America;Energy;2000;6084475
United States of America;Energy;2020;4730110
United States of America;IPPU;2000;411027.7612
United States of America;IPPU;2020;582960.6973
United States of America;Waste;2000;192367.5
United States of America;Waste;2020;146463.5
United States of America;Other;2000;29026.5
United States of America;Other;2020;21739
United States Virgin Islands;Drained organic soils;2000;0
United States Virgin Islands;Drained organic soils;2020;0
United States Virgin Islands;Drained organic soils (CO2);2000;0
United States Virgin Islands;Drained organic soils (CO2);2020;0
United States Virgin Islands;Drained organic soils (N2O);2000;0
United States Virgin Islands;Drained organic soils (N2O);2020;0
United States Virgin Islands;Forestland;2000;0
United States Virgin Islands;Forestland;2020;-165.4599
United States Virgin Islands;Net Forest conversion;2000;24.4295
United States Virgin Islands;Net Forest conversion;2020;0
United States Virgin Islands;Savanna fires;2000;0
United States Virgin Islands;Savanna fires;2020;0
United States Virgin Islands;Fires in organic soils;2000;0
United States Virgin Islands;Fires in organic soils;2020;0
United States Virgin Islands;Forest fires;2000;0
United States Virgin Islands;Forest fires;2020;0
United States Virgin Islands;Fires in humid tropical forests;2000;0
United States Virgin Islands;Fires in humid tropical forests;2020;0
United States Virgin Islands;Agrifood Systems Waste Disposal;2000;3.8859
United States Virgin Islands;Agrifood Systems Waste Disposal;2020;138.7843
United States Virgin Islands;Food Retail;2000;9.2853
United States Virgin Islands;Food Retail;2020;34.7977
Uruguay;Crop Residues;2000;110.6426
Uruguay;Crop Residues;2020;333.452
Uruguay;Rice Cultivation;2000;1484.9117
Uruguay;Rice Cultivation;2020;1099.952
Uruguay;Burning - Crop residues;2000;18.7821
Uruguay;Burning - Crop residues;2020;27.6005
Uruguay;Enteric Fermentation;2000;18658.822
Uruguay;Enteric Fermentation;2020;18979.6161
Uruguay;Manure Management;2000;433.6634
Uruguay;Manure Management;2020;439.2709
Uruguay;Manure left on Pasture;2000;5126.3822
Uruguay;Manure left on Pasture;2020;4988.0715
Uruguay;Manure applied to Soils;2000;212.6801
Uruguay;Manure applied to Soils;2020;246.5972
Uruguay;Synthetic Fertilizers;2000;199.9717
Uruguay;Synthetic Fertilizers;2020;1125.9323
Uruguay;Drained organic soils;2000;213.5018
Uruguay;Drained organic soils;2020;216.1754
Uruguay;Drained organic soils (CO2);2000;189.6941
Uruguay;Drained organic soils (CO2);2020;191.8686
Uruguay;Drained organic soils (N2O);2000;23.8077
Uruguay;Drained organic soils (N2O);2020;24.3068
Uruguay;On-farm energy use;2000;650.8094
Uruguay;On-farm energy use;2020;488.8571
Uruguay;Forestland;2000;-13373.492
Uruguay;Forestland;2020;-1905.2
Uruguay;Net Forest conversion;2000;0
Uruguay;Net Forest conversion;2020;0
Uruguay;Savanna fires;2000;6.2217
Uruguay;Savanna fires;2020;14.2534
Uruguay;Fires in organic soils;2000;0
Uruguay;Fires in organic soils;2020;0
Uruguay;Forest fires;2000;24.885
Uruguay;Forest fires;2020;2.7259
Uruguay;Fires in humid tropical forests;2000;0
Uruguay;Fires in humid tropical forests;2020;0
Uruguay;Agrifood Systems Waste Disposal;2000;1040.4516
Uruguay;Agrifood Systems Waste Disposal;2020;1053.5351
Uruguay;Fertilizers Manufacturing;2000;2.4638
Uruguay;Fertilizers Manufacturing;2020;9.7268
Uruguay;Pesticides Manufacturing;2000;13
Uruguay;Pesticides Manufacturing;2020;313
Uruguay;On-farm Electricity Use;2000;11.716
Uruguay;On-farm Electricity Use;2020;3.6699
Uruguay;Food Processing;2020;133.2543
Uruguay;Food Packaging;2020;159.4289
Uruguay;Food Retail;2000;32.9033
Uruguay;Food Retail;2020;160.1404
Uruguay;Food Household Consumption;2000;203.0651
Uruguay;Food Household Consumption;2020;252.8503
Uruguay;Food Transport;2000;284.5649
Uruguay;Food Transport;2020;422.3407
Uruguay;Energy;2000;5225.265
Uruguay;Energy;2020;8159.2
Uruguay;IPPU;2000;389.3963
Uruguay;IPPU;2020;748.9522
Uruguay;Waste;2000;792.255
Uruguay;Waste;2020;6490.65
Uruguay;Other;2000;45.05
Uruguay;Other;2020;128.525
Uzbekistan;Crop Residues;2000;282.063
Uzbekistan;Crop Residues;2020;469.9476
Uzbekistan;Rice Cultivation;2000;302.7965
Uzbekistan;Rice Cultivation;2020;291.8724
Uzbekistan;Burning - Crop residues;2000;58.2393
Uzbekistan;Burning - Crop residues;2020;57.9459
Uzbekistan;Enteric Fermentation;2000;9710.96
Uzbekistan;Enteric Fermentation;2020;23019.355
Uzbekistan;Manure Management;2000;1608.7484
Uzbekistan;Manure Management;2020;3665.5425
Uzbekistan;Manure left on Pasture;2000;1583.0643
Uzbekistan;Manure left on Pasture;2020;4066.5795
Uzbekistan;Manure applied to Soils;2000;731.8771
Uzbekistan;Manure applied to Soils;2020;1673.8471
Uzbekistan;Synthetic Fertilizers;2000;3349.2309
Uzbekistan;Synthetic Fertilizers;2020;3979.9898
Uzbekistan;Drained organic soils;2000;0
Uzbekistan;Drained organic soils;2020;0
Uzbekistan;Drained organic soils (CO2);2000;0
Uzbekistan;Drained organic soils (CO2);2020;0
Uzbekistan;Drained organic soils (N2O);2000;0
Uzbekistan;Drained organic soils (N2O);2020;0
Uzbekistan;On-farm energy use;2000;3572.1637
