dia,m,prec,tmax,tmed,tmin,urmax,urmed,urmin,dirvent,velvent,rajada
01/01/2022,01,0,21.221,20.612,20.185,100,99.47,99.018,0,0,0
01/01/2022,01,0,20.468,19.816,19.365,100,99.885,99.577,0,0,0
01/01/2022,01,0,19.691,19.355,18.997,100,99.998,99.894,0,0,0
01/01/2022,01,0,20.017,19.24,18.73,100,100,100,0,0,0
01/01/2022,01,0,20.54,20.188,19.83,100,100,100,0,0,0
01/01/2022,01,0,20.711,20.237,19.888,100,100,100,79.834,0.331,1.493
01/01/2022,01,0,20.201,19.701,19.122,100,100,100,0,0,0
01/01/2022,01,0,20.046,19.48,19.109,100,100,100,0,0,0
01/01/2022,01,0,22.1,21.248,0,100,99.306,0,0,0,0
01/01/2022,01,0,25.955,24.278,22.057,100,88.984,78.561,286.582,0.087,2.09
01/01/2022,01,0,27.729,26.822,25.827,79.856,74.542,70.704,283.02,0.458,3.882
01/01/2022,01,0,27.798,26.928,26.07,86.01,81.629,72.875,213.415,2.833,5.972
01/01/2022,01,0,27.528,27.186,26.85,86.041,83.282,81.263,221.54,3.561,5.972
01/01/2022,01,0,28.038,27.4,27.106,86.198,83.187,77.994,208.326,3.572,6.271
01/01/2022,01,0,28.623,28.139,27.528,83.163,77.697,73.315,211.331,3.8,6.569
01/01/2022,01,0,28.666,28.294,28.038,79.835,75.729,71.697,223.903,4.388,7.166
01/01/2022,01,0,28.666,28.245,27.897,80.405,76.686,73.237,229.406,4.154,6.868
01/01/2022,01,0,28.268,27.932,27.729,80.924,77.956,73.579,226.312,3.664,6.868
01/01/2022,01,0,27.969,27.58,26.949,80.186,77.023,72.773,225.838,3.624,6.271
01/01/2022,01,0,27.189,26.741,26.311,81.528,80.115,78.945,222.195,3.339,5.972
01/01/2022,01,0,26.337,25.656,25.205,86.157,83.777,80.746,241.611,2.628,5.375
01/01/2022,01,0,25.304,25.052,24.85,87.699,86.975,85.999,281.226,1.736,4.479
01/01/2022,01,0,24.85,24.032,23.08,93.228,90.057,87.699,270.08,0.085,1.792
01/01/2022,01,0,23.929,22.869,22.511,97.018,95.272,93.156,321.655,0.141,2.09
02/01/2022,01,0,24.34,24.056,23.403,94.067,91.764,90.862,302.95,0.632,2.389
02/01/2022,01,0,24.481,24.213,23.59,94.09,92.938,92.587,319.247,1.243,2.687
02/01/2022,01,0,25.005,24.744,24.452,93.096,92.126,91.526,356.619,1.917,3.882
02/01/2022,01,0,24.85,24.69,24.538,93.257,92.202,91.689,9.29,2.046,4.18
02/01/2022,01,0,24.765,24.664,24.481,93.678,93.347,92.95,3.343,2.625,4.778
02/01/2022,01,0,24.508,24.135,23.744,95.594,94.836,93.571,27.377,2.256,3.882
02/01/2022,01,0,23.929,23.782,23.646,95.228,94.219,93.557,34.525,2.337,4.479
02/01/2022,01,0,24.975,24.21,23.702,93.614,91.398,88.166,14.302,2.581,3.882
02/01/2022,01,0,25.942,25.5,24.975,89.388,88.121,86.457,0.661,3.535,5.673
02/01/2022,01,0,27.515,26.76,25.843,87.267,83.104,78.796,356.873,3.808,5.673
02/01/2022,01,0,28.311,27.84,27.472,81.767,78.48,76.624,355.778,4.059,6.271
02/01/2022,01,0,29.94,29.11,28.268,78.712,72.848,68.508,354.77,4.556,7.465
02/01/2022,01,0,30.805,30.251,29.673,74.004,70.697,68.311,329.506,4.783,8.361
02/01/2022,01,0,31.229,30.828,30.58,76.519,72.785,68.996,325.469,5.086,8.361
02/01/2022,01,0,31.585,31.157,30.874,77.219,73.606,71.131,326.37,5.134,8.361
02/01/2022,01,0,31.601,31.194,30.933,76.14,73.795,71.172,328.714,5.142,7.764
02/01/2022,01,0,31.825,31.159,30.209,80.013,74.784,71.528,310.66,3.899,6.868
02/01/2022,01,0,31.104,30.043,28.38,82.594,78.313,74.033,282.375,2.943,5.972
02/01/2022,01,0,29.16,28.522,28.126,84.631,81.814,77.604,293.185,2.984,5.076
02/01/2022,01,0,28.436,27.736,27.048,84.438,81.857,79.583,337.884,2.942,5.375
02/01/2022,01,0,27.061,26.564,26.337,87.306,85.958,84.342,319.932,4.295,6.868
02/01/2022,01,0,26.551,26.419,26.281,88.377,87.179,86.646,333.443,3.718,6.271
02/01/2022,01,0,26.409,26.277,26.126,88.679,88.278,87.759,327.38,3.414,6.271
02/01/2022,01,0,26.396,26.248,26.126,88.793,88.293,87.782,324.105,2.748,5.076
03/01/2022,01,0,26.268,26.099,25.36,92.538,88.879,87.823,318.151,1.45,3.583
03/01/2022,01,0.4,25.373,24.758,24.465,98.231,96.58,92.55,304.632,0.955,3.285
03/01/2022,01,0,24.567,24.376,24.268,98.905,98.524,97.759,265.261,0.241,2.687
03/01/2022,01,0,25.429,25.076,24.538,97.784,95.928,94.573,324.732,1.423,3.285
03/01/2022,01,0,25.574,25.328,25.12,96.981,96.133,94.592,2.141,3.004,5.375
03/01/2022,01,0,25.317,25.239,25.136,97.303,96.711,95.809,6.03,2.996,5.375
03/01/2022,01,0,25.261,25.029,24.837,96.725,96.251,95.687,8.166,2.559,4.479
03/01/2022,01,0,25.528,25.179,24.949,96.182,95.429,94.111,3.221,2.961,5.375
03/01/2022,01,0,26.564,25.68,25.248,95.211,93.628,89.204,354.02,3.904,5.972
03/01/2022,01,0,28.14,27.269,26.551,90.034,84.995,80.067,346.951,3.292,5.375
03/01/2022,01,0,30.394,29.309,28.084,81.445,74.82,68.209,353.204,2.486,5.375
03/01/2022,01,0,31.104,30.476,29.811,76.432,69.428,64.922,18.679,2.105,4.479
03/01/2022,01,0,32.111,31.516,31.032,76.163,68.873,64.589,357.088,2.154,5.375
03/01/2022,01,0,32.354,31.871,31.515,77.537,73.014,66.657,216.326,2.34,4.778
03/01/2022,01,0,32.209,31.737,31.245,76.798,72.199,66.979,229.724,3.227,6.271
03/01/2022,01,0,31.926,31.511,31.16,78.677,74.041,67.441,245.378,2.72,6.868
03/01/2022,01,0,31.571,31.063,30.621,78.213,74.035,69.138,244.804,3.136,6.868
03/01/2022,01,0,31.117,30.028,29.357,82.98,78.893,72.402,239.306,3.341,5.972
03/01/2022,01,0,29.769,29.307,28.89,84.04,82.148,80.297,213.667,2.865,5.076
03/01/2022,01,0,28.904,28.009,27.232,88.348,84.502,80.675,222.954,3.101,6.271
03/01/2022,01,0,27.245,26.597,26.113,91.415,89.398,87.095,220.122,2.39,5.076
03/01/2022,01,0,26.142,25.894,25.702,93.443,92.187,91.369,217.733,1.158,2.986
03/01/2022,01,0,26.367,26.069,25.745,93.435,90.97,88.682,280.746,0.8,2.986
03/01/2022,01,0,26.113,25.532,25.061,94.235,92.595,90.084,0,0,0
04/01/2022,01,0,25.12,24.672,24.268,96.118,94.784,93.81,0,0,0
04/01/2022,01,0,25.472,24.843,23.857,97.563,94.443,92.323,313.705,1.131,2.986
04/01/2022,01,0,25.403,24.878,24.156,97.29,93.973,92.616,322.301,0.664,2.986
04/01/2022,01,0,25.136,24.705,24.169,97.141,95.382,94.689,40.959,0.044,1.194
04/01/2022,01,0,24.452,24.181,23.971,97.906,97.295,96.67,67.852,0.012,0.896
04/01/2022,01,0,24.241,24.002,23.801,98.533,97.97,97.599,0,0,0
04/01/2022,01,0,23.985,23.796,23.558,99.288,98.85,98.496,0,0,0
04/01/2022,01,0,24.311,23.721,23.488,99.903,99.436,99.07,225.27,0,0.299
04/01/2022,01,0,26.324,24.917,24.311,99.888,97.624,92.472,0,0,0
04/01/2022,01,0,27.317,27.091,26.311,92.497,88.205,85.506,296.951,0.122,1.792
04/01/2022,01,0,27.587,27.293,27.005,87.635,86.214,83.701,292.853,0.737,3.285
04/01/2022,01,0.6,27.106,26.529,25.745,94.566,90.212,87.36,261.051,1.938,4.479
04/01/2022,01,1,26.126,25.76,25.472,96.264,95.674,94.493,265.881,0.848,2.986
04/01/2022,01,1.8,26.241,25.717,25.005,96.754,95.811,94.85,250.576,1.639,2.986
04/01/2022,01,3.6,25.544,25.027,24.439,98.379,97.332,95.738,241.742,1.878,3.583
04/01/2022,01,0,26.452,25.721,25.034,97.622,94.422,90.542,226.081,1.87,3.882
04/01/2022,01,0,27.574,26.883,26.452,93.443,89.96,84.953,251.88,3.027,5.673
04/01/2022,01,0,27.63,27.197,26.709,88.078,85.829,83.602,269.147,2.738,5.076
04/01/2022,01,0.4,27.12,26.593,25.827,91.818,88.837,85.886,2.284,1.676,3.583
04/01/2022,01,1,25.87,25.576,25.048,97.595,94.978,91.813,303.843,1.749,3.583
04/01/2022,01,0,25.093,24.91,24.781,97.654,96.803,95.353,274.394,0.525,2.09
04/01/2022,01,1.6,25.018,24.88,24.708,96.502,95.621,94.685,336.087,1.362,3.285
04/01/2022,01,1.4,24.738,24.662,24.583,98.167,97.377,96.484,351.607,0.714,2.687
04/01/2022,01,1.4,24.821,24.633,24.425,98.228,97.857,97.462,341.685,0.717,2.389
05/01/2022,01,0.6,24.807,24.698,24.583,98.933,98.735,98.13,356.78,0.383,2.389
05/01/2022,01,0,24.708,24.399,24.185,99.034,98.903,98.759,39.239,1.461,2.986
05/01/2022,01,0,24.241,24.122,23.971,99.363,99.086,98.796,44.538,0.189,1.792
05/01/2022,01,0,24.465,24.234,23.955,99.334,98.46,97.363,11.493,1.091,2.986
05/01/2022,01,0,24.781,24.485,24.241,97.943,96.965,96.194,2.649,1.745,3.583
05/01/2022,01,0,24.837,24.732,24.583,97.613,97.314,96.94,355.35,1.381,3.583
05/01/2022,01,0,24.596,24.161,23.913,99.244,98.317,96.995,0,0,0
05/01/2022,01,0,24.142,23.942,23.801,100,99.716,99.198,0,0,0
05/01/2022,01,0,25.715,24.776,24.086,100,98.94,94.39,32.972,0.915,2.986
05/01/2022,01,0,26.142,25.925,25.59,94.555,92.23,89.723,55.662,1.314,2.687
05/01/2022,01,0,28.38,27.227,25.969,91.627,86.491,82.081,254.685,0.369,2.389
05/01/2022,01,0,28.89,28.176,27.416,86.8,83.754,80.227,240.88,2.023,4.479
05/01/2022,01,0,28.765,28.02,27.43,89.224,85.89,80.425,230.965,3.458,5.673
05/01/2022,01,0,29.827,28.749,28.324,88.426,83.477,78.846,207.05,3.421,6.271
05/01/2022,01,0,29.811,28.828,28.169,83.143,80.575,76.752,192.418,3.703,7.764
05/01/2022,01,0,28.196,26.757,26.084,87.629,84.542,80.547,168.948,5.764,10.75
05/01/2022,01,0,26.084,25.785,25.389,88.444,86.561,85.294,172.312,5.44,10.451
05/01/2022,01,5.8,25.982,25.149,23.857,94.653,89.339,85.049,160.262,4.982,9.555
05/01/2022,01,0.4,24.425,24.226,24.041,95.17,93.073,91.279,151.792,4.476,8.659
05/01/2022,01,0.6,24.383,24.119,23.998,94.016,91.646,88.888,143.869,4.771,9.555
05/01/2022,01,0,24.425,24.323,24.156,89.236,88.566,87.621,137.925,4.766,8.062
05/01/2022,01,0,24.85,24.511,24.311,87.927,86.865,85.72,139.532,5.298,10.451
05/01/2022,01,0,24.962,24.834,24.538,90.742,88.574,87.299,150.207,5.175,9.854
05/01/2022,01,0,24.794,24.595,24.327,90.76,89.527,88.139,145.762,5.264,13.138
06/01/2022,01,0,24.695,24.438,24.185,88.784,87.71,87.016,144.172,4.35,8.361
06/01/2022,01,0,24.639,24.507,24.34,90.321,89.381,87.94,142.293,4.294,9.257
06/01/2022,01,0.4,24.383,23.88,23.234,96.139,92.373,90.244,142.02,4.521,9.257
06/01/2022,01,1.8,23.419,23.201,22.906,96.45,94.278,92.317,170.194,4.354,9.257
06/01/2022,01,3.8,23.389,23.169,22.906,97.604,96.045,92.82,163.08,2.231,5.673
06/01/2022,01,3.4,23.403,23.178,22.639,96.882,95.537,94.473,156.529,3.245,7.764
06/01/2022,01,4.6,23.347,22.898,22.551,98.007,95.93,94.203,159.718,3.945,8.659
06/01/2022,01,2.8,22.626,22.48,22.313,97.686,96.664,95.046,156.206,4.083,8.361
06/01/2022,01,4,22.652,22.18,21.83,98.341,96.423,94.454,157.761,4.73,10.152
06/01/2022,01,2,22.116,21.961,21.744,97.361,96.267,95.544,159.368,5.708,11.645
06/01/2022,01,0,22.738,22.331,21.873,95.91,92.113,90.556,161.589,5.651,11.048
06/01/2022,01,0,23.32,22.908,22.612,91.662,89.372,87.081,151.732,5.167,10.152
06/01/2022,01,0,23.333,22.908,22.626,90.797,87.825,83.282,145.521,5.933,11.048
06/01/2022,01,0,24.596,23.948,23.205,87.035,82.926,80.064,148.567,7.123,12.243
06/01/2022,01,0,24.949,24.033,23.192,87.052,82.536,75.342,145.086,6.444,12.243
06/01/2022,01,0,24.508,24.041,23.234,83.413,80.987,76.749,139.592,6.247,10.75
06/01/2022,01,0,24.596,23.787,22.906,84.122,79.366,70.366,142.01,5.369,8.659
06/01/2022,01,0,24.425,24.016,23.376,76.478,71.889,69.546,168.289,5.867,10.75
06/01/2022,01,0,23.531,22.945,22.612,80.091,77.313,74.807,170.93,5.737,11.645
06/01/2022,01,0,23.047,22.5,22.198,78.164,76.297,74.624,157.303,4.751,12.243
06/01/2022,01,0,22.383,21.778,21.178,82.407,79.795,76.855,138.796,3.894,7.166
06/01/2022,01,0,21.419,21.276,21.152,83.743,82.751,81.73,140.858,4.436,8.659
06/01/2022,01,0,21.306,21.003,20.767,88.654,86.321,83.692,143.123,3.959,7.465
06/01/2022,01,0,21.333,20.978,20.655,90.016,87.868,85.024,145.345,3.539,6.868
07/01/2022,01,0,21.632,21.417,21.136,85.638,84.235,83.117,146.432,3.094,5.972
07/01/2022,01,0,21.774,21.611,21.475,83.588,82.708,81.853,152.499,2.347,4.778
07/01/2022,01,0,21.632,21.29,20.836,84.177,82.105,80.48,143.323,2.919,6.868
07/01/2022,01,0,21.504,21.132,20.724,85.612,84.048,83.125,147.735,3.471,6.868
07/01/2022,01,0.2,20.866,20.601,20.284,90.043,87.209,84.196,160.539,3.189,7.166
07/01/2022,01,0,20.468,19.88,19.619,92.509,90.45,86.349,115.699,2.57,8.062
07/01/2022,01,0,20.481,20.18,19.915,88.915,86.753,84.525,127.256,2.514,5.673
07/01/2022,01,0,21.165,20.808,20.425,84.605,82.954,81.239,132.812,2.818,7.166
07/01/2022,01,0,21.432,20.515,19.859,93.31,87.668,82.27,160.371,3.101,6.569
07/01/2022,01,0,21.264,20.403,19.635,95.262,92.522,88,127.292,3.354,6.271
07/01/2022,01,0,21.504,21.191,20.879,90.005,88.135,86.128,132.28,4.672,8.062
07/01/2022,01,0,23.459,22.392,21.389,87.649,84.092,80.273,128.322,4.204,6.868
07/01/2022,01,0,24.011,23.613,23.29,82.859,79.368,73.098,139.258,3.558,6.868
07/01/2022,01,0,24.551,23.902,23.619,79.574,75.687,71.781,129.302,3.509,6.868
07/01/2022,01,0,25.544,25.094,24.538,75.523,68.179,64.235,160.375,3.79,8.361
07/01/2022,01,0,25.488,24.831,24.311,74.139,69.408,64.493,165.893,4.221,8.659
07/01/2022,01,0,25.034,24.617,24.268,74.435,71.15,68.412,170.092,3.176,8.062
07/01/2022,01,0,24.425,24.082,23.83,73.392,71.337,69.578,153.976,3.542,8.062
07/01/2022,01,0,24.113,23.966,23.261,75.559,68.74,66.48,163.602,4.365,8.659
07/01/2022,01,0,23.248,22.698,22.27,81.904,77.382,73.443,188.364,2.59,5.972
07/01/2022,01,0,23.106,22.511,21.958,79.028,75.791,72.69,173.663,2.245,6.271
07/01/2022,01,0,22.014,21.722,21.445,80.723,77.759,76.189,151.502,1.512,3.285
07/01/2022,01,0,21.475,20.738,20.129,91.453,86.806,80.749,121.881,1.482,4.778
07/01/2022,01,0,21.05,20.648,20.03,87.899,85.587,84.058,123.395,1.362,4.778
08/01/2022,01,0.2,20.626,20.154,19.872,91.659,89.591,87.525,133.225,0.453,3.882
08/01/2022,01,0,21.25,20.907,20.612,89.814,87.721,84.319,168.584,1.279,4.479
08/01/2022,01,0,21.079,20.009,19.563,94.367,90.248,83.076,156.205,0.857,4.778
08/01/2022,01,0,19.592,19.525,19.451,96.006,95.395,94.354,79.481,0.319,2.09
08/01/2022,01,0,19.915,19.608,19.451,95.722,94.77,92.954,29.513,0.467,2.09
08/01/2022,01,0,20.214,19.876,19.635,94.738,93.389,90.423,108.923,0.485,4.18
08/01/2022,01,0,20.356,20.245,20.158,91.114,90.402,89.695,111.07,2.05,3.882
08/01/2022,01,0,20.511,20.283,20.059,93.539,91.51,89.613,67.725,1.241,3.882
08/01/2022,01,0,21.152,20.765,20.102,93.727,91.951,90.492,73.217,0.139,1.493
08/01/2022,01,0,22.481,21.758,21.109,90.51,88.692,87.171,136.462,0.298,2.389
08/01/2022,01,0,23.59,22.889,22.369,87.62,82.842,78.913,140.675,1.426,5.375
08/01/2022,01,0,24.893,23.706,22.652,83.047,76.037,67.541,144.739,3.066,5.375
08/01/2022,01,0,24.794,24.51,24.086,78.849,73.417,68.59,158.096,2.724,9.854
08/01/2022,01,0,25.275,24.644,24.054,78.432,72.158,64.521,169.193,2.676,6.271
08/01/2022,01,0,25.883,25.601,25.291,70.035,63.724,58.628,196.792,2.655,5.673
08/01/2022,01,0,26.495,25.964,25.205,66.222,60.989,55.045,195.529,3.927,7.764
08/01/2022,01,0,26.1,25.363,24.367,73.395,64.317,57.639,207.023,4.084,8.659
08/01/2022,01,0,24.452,23.946,23.403,72.536,68.712,63.504,204.759,2.655,5.972
08/01/2022,01,0,25.205,24.563,24.011,76.771,73.958,70.653,205.185,3.545,6.271
08/01/2022,01,0,24.383,23.791,23.389,76.757,75.17,74.11,210.79,3.441,7.166
08/01/2022,01,0,23.389,22.958,22.668,77.454,76.171,74.45,213.941,3.064,5.972
08/01/2022,01,0,22.794,22.469,22.158,80.456,78.303,75.935,224.176,3.398,6.868
08/01/2022,01,0,22.906,22.594,22.172,78.995,77.506,75.503,234.442,3.452,5.972
08/01/2022,01,0,22.668,22.16,21.859,80.231,77.77,75.681,229.619,3.162,5.673
09/01/2022,01,0,22.327,22.075,21.774,78.181,76.211,74.5,234.011,2.535,5.076
09/01/2022,01,0,21.803,21.589,21.32,77.903,75.975,74.764,229.566,2.101,3.882
09/01/2022,01,0,21.899,21.512,21.063,77.898,76.785,75.797,219.892,1.786,3.882
09/01/2022,01,0,21.221,20.073,18.374,88.885,81.686,76.369,217.661,0.28,2.687
09/01/2022,01,0,19.816,18.273,17.963,93.154,91.603,88.226,224.911,0.131,2.687
09/01/2022,01,0.2,20.3,20.123,19.803,90.322,88.155,86.082,156.004,0.658,4.479
09/01/2022,01,0,20.017,19.548,19.277,94.267,92.713,90.037,172.456,1.507,3.583
09/01/2022,01,0.4,19.731,19.442,19.181,97.18,94.19,91.517,120.82,0.768,2.389
09/01/2022,01,0,21.264,20.088,19.352,97.312,93.764,89.063,102.632,2.257,3.882
09/01/2022,01,0,22.965,21.775,21.25,89.384,86.069,79.893,101.253,2.773,5.673
09/01/2022,01,0,24.185,23.585,22.823,81.147,79.168,77.293,166.18,2.206,4.778
09/01/2022,01,0,25.528,24.517,23.544,80.086,76.108,71.822,183.73,2.555,6.569
09/01/2022,01,0.6,24.185,22.663,21.109,94.721,88.812,78.338,186.337,2.728,6.569
09/01/2022,01,0,25.034,24.471,23.688,84.965,81.275,79.208,216.695,4.274,7.166
09/01/2022,01,0,24.991,24.391,24.041,83.756,77.398,71.042,218.996,4.467,8.062
09/01/2022,01,0.4,24.567,22.749,20.922,94.428,83.798,72.687,209.76,3.787,7.166
09/01/2022,01,0.2,21.376,20.892,20.356,94.3,91.425,88.078,174.145,2.485,4.778
09/01/2022,01,0.4,22.284,21.677,20.965,93.792,91.275,86.958,121.729,0.952,3.285
09/01/2022,01,0.8,21.985,20.95,20.626,92.913,91.338,88.508,170.928,1.296,4.778
09/01/2022,01,0,21.079,20.873,20.698,93.855,91.929,90.051,57.186,0.297,2.687
09/01/2022,01,0,21.178,20.94,20.599,95.024,93.725,92.79,86.808,0.527,2.687
09/01/2022,01,0,22.767,22.194,20.909,95.559,88.783,85.29,213.363,2.061,5.076
09/01/2022,01,0,23.106,22.911,22.668,86.889,85.711,84.773,210.058,2.826,6.271
09/01/2022,01,0,23.205,23.078,22.949,86.796,86.116,84.452,208.544,2.37,5.076
10/01/2022,01,0,23.234,23.121,23.021,87.368,86.386,85.665,211.548,2.411,5.076
10/01/2022,01,0,23.205,23.06,22.922,88.317,86.982,85.848,203.84,1.758,4.18
10/01/2022,01,0,23.165,23.036,22.879,88.688,87.815,86.897,198.302,1.157,3.285
10/01/2022,01,0,22.965,22.538,22.086,91.515,89.534,87.873,137.787,0.751,2.687
10/01/2022,01,0,22.495,22.163,21.971,92.231,91.42,90.362,137.536,0.592,2.09
10/01/2022,01,0,22.583,22.3,22.073,92.401,90.989,89.764,153.14,1.256,4.18
10/01/2022,01,0,22.439,21.881,21.688,92.719,92.091,90.243,112.221,2.379,5.972
10/01/2022,01,0,22.027,21.934,21.76,92.057,91.161,90.414,123.498,2.645,4.778
10/01/2022,01,0,22.807,22.195,21.859,91.288,90.554,89.457,127.052,2.169,5.375
10/01/2022,01,0,24.156,23.329,22.767,90.331,88.741,86.114,158.978,2.722,5.375
10/01/2022,01,0,24.893,24.278,23.985,87.548,85.527,82.85,147.064,3.238,6.569
10/01/2022,01,0,25.234,24.873,24.538,84.623,82.946,81.062,168.392,3.151,6.271
10/01/2022,01,0,25.005,24.36,23.675,90.199,85.224,81.454,166.999,3.658,7.166
10/01/2022,01,0,24.781,24.401,23.83,89.446,86.547,84.087,175.206,3.56,6.569
10/01/2022,01,0,25.018,24.782,24.396,86.805,84.4,82.241,190.415,3.239,6.868
10/01/2022,01,0,25.459,25.11,24.708,83.904,80.947,78.606,173.633,3.197,7.764
10/01/2022,01,0,26.255,25.324,24.508,84.742,79.829,75.004,179.627,3.148,5.673
10/01/2022,01,0,25.544,24.427,23.59,87.638,83.63,77.724,168.656,2.991,6.868
10/01/2022,01,3,23.603,22.258,21.803,97.404,95.242,87.629,180.837,1.45,4.778
10/01/2022,01,0.6,22.353,22.12,21.843,97.88,97.567,97.238,100.623,1.372,3.583
10/01/2022,01,0,22.353,21.638,21.405,98.974,98.029,96.116,105.108,2.345,5.972
10/01/2022,01,0,21.688,21.607,21.517,98.951,98.814,98.686,106.083,0.487,2.687
10/01/2022,01,0,21.718,21.631,21.531,98.977,98.789,98.593,102.924,0.181,1.792
10/01/2022,01,0,22.284,21.976,21.662,98.748,97.47,95.014,116.52,2.12,4.479
11/01/2022,01,1.2,22.57,22.36,21.915,98.292,95.111,93.878,159.474,2.399,5.076
11/01/2022,01,0,21.958,21.871,21.803,99.632,99.221,98.283,205.181,0.635,2.986
11/01/2022,01,0,21.971,21.746,21.589,99.702,99.524,99.362,176.764,0.52,1.792
11/01/2022,01,0.2,21.619,21.408,21.306,99.592,99.431,99.224,0,0,0
11/01/2022,01,0.2,21.606,21.48,21.349,99.784,99.647,99.472,0,0,0
11/01/2022,01,0,21.573,21.413,21.264,99.957,99.54,98.855,107.685,2.118,3.882
11/01/2022,01,0,21.688,21.582,21.349,99.032,98.763,98.529,109.316,0.212,2.389
11/01/2022,01,0,21.432,21.081,20.639,99.485,99.179,98.927,0,0,0
11/01/2022,01,0,22.116,21.779,20.724,100,99.742,98.8,0,0,0
11/01/2022,01,0.4,22.893,22.514,21.998,99.272,98.372,96.798,212.019,0.474,2.687
11/01/2022,01,0,24.383,23.42,22.596,97.372,94.715,89.419,106.809,2.269,5.375
11/01/2022,01,0,26.623,24.72,23.488,94.779,90.262,83.726,133.206,2.643,6.271
11/01/2022,01,0,25.574,25.064,24.495,91.607,86.744,81.327,176.975,2.269,4.778
11/01/2022,01,0,26.906,26.081,25.261,84.591,81.858,77.654,214.19,3.15,6.271
11/01/2022,01,0,26.778,26.163,25.771,85.14,81.095,78.428,217.264,3.468,6.569
11/01/2022,01,0,26.976,26.485,25.801,82.687,79.431,76.314,224.477,4.227,6.868
11/01/2022,01,0,26.834,26.174,25.429,82.676,79.119,75.161,215.89,4.187,7.764
11/01/2022,01,0,26.623,26.07,25.715,83.358,79.721,77.079,213.723,3.581,6.271
11/01/2022,01,0,25.702,25.175,24.962,85.711,83.885,80.933,212.589,2.921,5.673
11/01/2022,01,0,25.416,25.134,24.794,84.37,83.093,81.451,214.911,2.621,5.076
11/01/2022,01,0,24.863,24.492,23.998,87.576,85.39,83.451,217.695,1.668,3.882
11/01/2022,01,0,23.998,23.401,22.935,92.144,89.957,87.521,185.428,0.345,1.792
11/01/2022,01,0,23.517,23.16,22.879,93.722,92.193,90.414,200.013,0.028,1.493
11/01/2022,01,0,23.066,22.803,22.412,96.299,95.281,93.626,0,0,0
12/01/2022,01,0,22.425,22.031,21.632,97.784,97.133,96.232,0,0,0
12/01/2022,01,0,21.675,21.395,21.136,99.093,98.341,97.599,0,0,0
12/01/2022,01,0,21.32,21.113,20.922,99.659,99.297,98.773,0,0,0
12/01/2022,01,0,21.034,20.888,20.682,100,99.78,99.464,0,0,0
12/01/2022,01,0,20.866,20.661,20.412,100,99.995,99.888,0,0,0
12/01/2022,01,0,20.639,20.228,19.902,100,100,100,0,0,0
12/01/2022,01,0,19.945,19.619,19.322,100,100,100,0,0,0
12/01/2022,01,0,20.909,19.606,18.983,100,100,100,0,0,0
12/01/2022,01,0,22.412,21.88,20.935,100,99.961,99.208,76.205,0.102,1.792
12/01/2022,01,0,25.218,23.913,22.396,99.203,91.95,85.392,32.743,0.309,2.389
12/01/2022,01,0,27.715,26.515,25.176,86.523,80.291,75.649,311.459,0.507,2.687
12/01/2022,01,0,28.012,26.793,25.969,85.328,80.848,74.869,229.82,2.075,4.479
12/01/2022,01,0,27.574,26.973,26.025,85.473,81.766,78.324,220.383,3.257,6.271
12/01/2022,01,0,27.715,27.441,27.176,82.114,78.572,75.539,232.016,3.892,6.868
12/01/2022,01,0,28.084,27.589,27.232,80.865,77.126,73.066,236.033,4.003,6.868
12/01/2022,01,0,28.097,27.621,26.906,80.21,75.916,71.4,234.827,4.122,6.271
12/01/2022,01,0,27.232,26.8,26.337,81.945,78.14,74.691,232.065,4.046,6.868
12/01/2022,01,0,27.061,26.629,26.324,82.014,79.523,76.99,236.036,3.62,6.868
12/01/2022,01,0,26.735,26.111,25.515,84.678,81.397,77.651,241.254,3.301,5.972
12/01/2022,01,0,25.728,25.421,25.077,85.058,83.876,82.522,237.992,2.776,4.479
12/01/2022,01,0,25.149,24.893,24.61,86.372,85.497,83.994,235.667,2.009,4.18
12/01/2022,01,0,24.652,24.432,24.1,87.62,86.788,85.877,238.08,2.049,3.882
12/01/2022,01,0,24.228,24.064,23.873,88.358,87.607,86.976,237.513,1.55,3.583
12/01/2022,01,0,24.028,23.732,23.389,89.076,88.303,87.222,236.478,0.733,2.986
13/01/2022,01,0,23.488,23.119,22.396,93.023,90.879,89.011,0,0,0
13/01/2022,01,0,22.439,21.735,20.994,96.684,95.018,93.017,0,0,0
13/01/2022,01,0,21.021,20.475,19.872,98.585,97.587,96.218,219.051,0.032,1.493
13/01/2022,01,0,20.228,19.801,19.507,99.391,98.777,98.107,0,0,0
13/01/2022,01,0,20.102,19.886,19.576,100,99.699,99.211,0,0,0
13/01/2022,01,0,20.059,19.707,19.421,100,99.987,99.847,0,0,0
13/01/2022,01,0,19.747,19.375,19.165,100,100,100,0,0,0
13/01/2022,01,0,20.284,19.619,19.165,100,100,100,216.646,0.007,0.597
13/01/2022,01,0,22.116,21.356,20.27,100,100,100,0,0,0
13/01/2022,01,0,23.221,22.554,22.014,100,100,99.935,350.025,0.018,1.493
13/01/2022,01,0,24.666,23.884,23.122,99.972,93.629,90.441,59.006,1.106,2.986
13/01/2022,01,0,26.324,25.388,24.639,91.311,87.36,83.207,13.91,2.291,4.479
13/01/2022,01,0,27.616,27.018,26.297,84.063,79.426,75.545,351.084,2.737,5.076
13/01/2022,01,0,27.672,27.365,27.133,80.013,77.366,75.544,332.313,2.884,5.375
